Date,Tahun,Bulan,Tanggal,T0700,T1300,T1800,Trata-rata,Tmax,Tmin,CH,LPM,Cuaca Khusus,QFE,RH0700,RH1300,RH1800,RHrata-rata,ffrata-rata,dd,ffmax,ddmax,QFF
5/1/2013,2013,1,5,25.8,27.6,27.1,26.6,29.2,22.6,28.2,0,   RA         ,1006.1,93,86,86,90,4,270,20,260,1006.6
6/1/2013,2013,1,6,25,30.2,28.7,27.2,30.7,24.4,2,75,TS  RA         ,1006.5,96,74,78,86,6,270,18,360,1007
7/1/2013,2013,1,7,26.2,30.6,24.6,26.9,31.2,24.6,56,58,   RA         ,1004.7,90,67,96,86,13,270,40,290,1005.2
8/1/2013,2013,1,8,26.2,25.8,27.7,26.5,28.8,24.6,18.1,0,   RA         ,1003.4,90,92,76,87,20,270,38,280,1003.9
9/1/2013,2013,1,9,25.6,29,28.3,27.1,30.2,23.9,1.6,40,   RA         ,1001.7,90,72,70,81,25,270,45,280,1002.1
10/1/2013,2013,1,10,26.3,30.9,29,28.1,31.4,24.7,0.5,75,   RA         ,1002.6,84,64,78,78,15,270,38,250,1003.1
11/1/2013,2013,1,11,27.1,31,29.6,28.7,31.8,25.8,1.2,95,   RA         ,1005.1,84,69,78,79,7,270,31,270,1005.7
12/1/2013,2013,1,12,26.8,31.6,29.5,28.7,32,26.4,0,93,TS     VCTS      ,1007.1,89,67,80,81,6,270,23,260,1007.6
13/01/2013,2013,1,13,26.6,30.9,27.5,27.9,32.2,25.8,0,56,TS            ,1007.4,86,66,77,79,3,360,13,210,1007.9
14/01/2013,2013,1,14,26.7,29.6,28.6,27.9,30.8,25.5,103.2,13,TS  RA         ,1008.3,90,76,81,84,6,230,35,270,1008.8
15/01/2013,2013,1,15,25.4,29.5,27.2,26.9,30.1,22.6,10,3,TS  RA         ,1009.3,92,75,86,86,6,270,22,250,1009.8
16/01/2013,2013,1,16,25.2,28.9,28,26.8,30.2,24.6,3,44,TS  RA         ,1009.4,95,79,83,88,5,230,18,270,1009.9
17/01/2013,2013,1,17,26.5,29.5,29,27.9,30.9,25.2,0,98,      VCTS      ,1008.6,87,79,75,82,7,270,17,280,1009.1
18/01/2013,2013,1,18,27.2,29.8,26.1,27.6,30.6,26.2,20.6,81,TS  RA         ,1008.6,86,78,93,86,9,270,27,260,1009.1
19/01/2013,2013,1,19,28,28.1,26.2,27.6,29.1,24.3,13.9,0,   RA         ,1008.7,80,85,90,84,10,270,46,270,1009.2
20/01/2013,2013,1,20,26,30.3,27,27.3,31,24.2,17.8,100,   RA         ,1008.5,86,72,86,83,12,270,33,250,1009.1
21/01/2013,2013,1,21,27.3,31.2,29,28.7,31.6,24.5,1.5,94,   RA         ,1009.4,85,67,78,79,14,270,24,280,1009.9
22/01/2013,2013,1,22,27.7,30.4,28.8,28.7,31,24.6,0.8,100,   RA         ,1009,81,73,81,79,12,270,26,280,1009.5
23/01/2013,2013,1,23,26,30.3,28.3,27.7,30.8,25.6,9.6,98,TS  RA         ,1008.7,90,75,80,84,9,270,26,250,1009.2
24/01/2013,2013,1,24,26.4,30.1,28.1,27.8,30.4,22.8,36.3,100,TS  RA  VCTS      ,1009.2,85,74,83,82,8,270,22,230,1009.7
25/01/2013,2013,1,25,23.8,29.1,27.4,26,30.6,23.2,5.6,30,   RA         ,1009.5,92,79,79,86,8,270,23,270,1010
26/01/2013,2013,1,26,26.4,28,28.9,27.4,29.8,23.8,5.9,45,TS  RA         ,1009.9,87,85,79,85,7,270,18,280,1010.4
27/01/2013,2013,1,27,26.8,30.2,28.6,28.1,31,24.8,18.2,98,   RA  VCTS      ,1009.9,86,77,81,83,7,270,19,290,1010.4
28/01/2013,2013,1,28,25.4,30,29.3,27.5,30.5,24.6,11.1,90,   RA  VCTS      ,1009.8,95,78,81,87,6,230,16,260,1010.3
29/01/2013,2013,1,29,26.8,30,29,28.2,30.6,24.6,59.1,100,TS  RA         ,1009.9,88,74,81,83,9,270,20,250,1010.4
30/01/2013,2013,1,30,26.2,30,28.8,27.8,30.8,24,69.5,60,TS  RA         ,1010.4,91,77,84,86,7,270,22,250,1010.9
31/01/2013,2013,1,31,25.7,30,28.8,27.6,30.9,22.8,7.1,73,TS  RA         ,1010.4,92,73,79,84,6,270,16,260,1010.9
1/2/2013,2013,2,1,25.5,27.6,27.2,26.5,29.8,24.6,16.4,6,TS  RA         ,1010.5,93,82,81,87,3,50,12,10,1011
2/2/2013,2013,2,2,25,29.5,28.4,27,31,23.8,1.4,80,TS  RA         ,1009.6,92,77,81,86,3,90,17,40,1010.1
3/2/2013,2013,2,3,25.9,30.1,27.9,27.5,31,24.7,0,68,TS            ,1009.6,90,73,81,84,5,90,15,100,1010
4/2/2013,2013,2,4,25.9,30.7,29.6,28,31.7,24.4,0,100,TS            ,1010.4,84,66,72,77,5,90,12,120,1010.9
5/2/2013,2013,2,5,25.7,30.6,29.5,27.9,31.7,25,0,88,TS            ,1010.2,88,69,76,80,4,90,13,100,1010.7
6/2/2013,2013,2,6,26,31.3,29.8,28.3,31.8,25.1,0,100,             ,1009.5,83,72,69,77,4,90,12,130,1010
7/2/2013,2013,2,7,25.9,30.4,30.1,28.1,32,25.2,0,98,             ,1008.3,85,75,73,80,3,140,11,240,1008.7
8/2/2013,2013,2,8,26.4,30.9,29.3,28.3,31.8,25.6,0,100,TS            ,1009.1,87,69,81,81,5,90,13,110,1009.6
9/2/2013,2013,2,9,26.4,30.7,29.7,28.3,31.6,25.5,0,100,TS            ,1009.3,80,61,74,74,4,140,14,90,1009.8
10/2/2013,2013,2,10,27.4,30.3,29.3,28.6,31.9,25.2,0,96,             ,1008.4,85,66,71,77,4,90,15,90,1008.9
11/2/2013,2013,2,11,26.2,31.5,27.9,28,32.2,24.7,0,99,             ,1008.3,83,62,80,77,5,90,15,110,1008.8
12/2/2013,2013,2,12,26.4,31,28.3,28,31.6,24.6,0,76,             ,1008.2,81,67,78,77,3,90,14,130,1008.7
13/02/2013,2013,2,13,25.5,29.3,29.5,27.5,30.9,24.6,13.9,56,   RA         ,1007.5,83,77,73,79,3,360,14,180,1008
14/02/2013,2013,2,14,25,30.6,28.7,27.3,31.8,24.2,0,85,             ,1006.6,92,75,79,85,3,270,14,230,1007.1
15/02/2013,2013,2,15,26.6,30.3,30.1,28.4,32,25.2,0,98,             ,1005.7,84,76,72,79,5,270,14,250,1006.2
16/02/2013,2013,2,16,27,29.1,28.6,27.9,30.6,25.4,0.5,28,TS  RA  VCTS      ,1005.6,84,83,85,84,4,270,15,250,1006.1
17/02/2013,2013,2,17,27,30.5,28.8,28.3,31,25.9,19.3,80,   RA         ,1005.7,81,73,79,79,7,270,16,240,1006.2
18/02/2013,2013,2,18,25,30,28.5,27.1,30.3,25,0,33,             ,1004.9,95,72,78,85,3,90,10,250,1005.4
19/02/2013,2013,2,19,25.4,30.6,29.6,27.8,31.2,25,30.2,39,TS  RA         ,1004.6,93,69,66,80,4,90,24,250,1005.1
20/02/2013,2013,2,20,23.8,25.5,26.8,25,28.8,23.5,24.2,0,TS  RA         ,1005.3,96,92,75,90,9,270,32,250,1005.8
21/02/2013,2013,2,21,26.5,25.2,26.6,26.2,28.8,23.7,12.7,0,   RA         ,1005.2,85,86,87,86,8,270,32,260,1005.7
22/02/2013,2013,2,22,25.6,31.5,29.4,28,31.9,24.5,11.5,81,TS  RA         ,1005,92,62,75,80,6,270,25,245,1005.5
23/02/2013,2013,2,23,27.2,30.3,29.6,28.6,31.4,23.9,11.8,54,TS  RA         ,1005,86,71,80,81,7,270,45,270,1005.5
24/02/2013,2013,2,24,25.4,31,29.7,27.9,31.8,24,6.5,88,   RA         ,1005.8,93,73,76,84,12,270,39,270,1006.3
25/02/2013,2013,2,25,28.6,31.9,29.6,29.7,32.6,24.9,0.3,73,   RA         ,1006.4,75,68,74,73,18,270,32,270,1006.8
26/02/2013,2013,2,26,28.4,31.4,29.5,29.4,31.8,27.9,8.2,65,   RA         ,1006.2,82,74,73,78,17,270,38,250,1006.7
27/02/2013,2013,2,27,28.8,30.9,29.4,29.5,31.6,25,6.7,98,   RA         ,1006,76,72,76,75,17,270,38,270,1006.6
28/02/2013,2013,2,28,28,29.9,29.4,28.8,32.4,24.9,0,95,      VCTS      ,1005.8,78,78,80,79,11,270,28,250,1006.3
1/3/2013,2013,3,1,26.9,31.5,29.5,28.7,32.2,26.8,0,33,      VCTS      ,1007.7,87,64,76,79,4,230,12,280,1008.2
2/3/2013,2013,3,2,26.7,30.9,27.9,28.1,32,26,0,85,TS            ,1008.3,89,72,84,84,3,90,16,250,1008.8
3/3/2013,2013,3,3,26.3,30.3,28.7,27.9,31.8,25.6,4.7,88,TS  RA         ,1008.1,90,77,83,85,6,270,29,250,1008.6
4/3/2013,2013,3,4,26.2,31.1,29.3,28.2,31.4,25.3,0.1,95,TS  RA         ,1008.4,92,72,79,84,10,270,28,260,1009
5/3/2013,2013,3,5,28.6,29,27.8,28.5,30.6,27.2,27.3,11,   RA         ,1009.6,81,70,84,79,17,270,36,250,1010.1
6/3/2013,2013,3,6,24.6,30,28.6,27,30.4,23.1,0.1,25,   RA  VCTS      ,1009.6,88,76,79,83,13,270,26,270,1010.1
7/3/2013,2013,3,7,27.2,28.1,27.2,27.4,29.4,24.4,10.5,4,   RA         ,1009.5,83,83,79,82,6,270,18,280,1010
8/3/2013,2013,3,8,25.5,29.4,29.2,27.4,30.4,24.6,5.4,46,   RA         ,1009.2,93,78,78,86,4,270,18,30,1009.7
9/3/2013,2013,3,9,27.6,29.2,28.2,28.2,30,24.4,1.2,68,TS  RA         ,1009.6,84,81,80,82,5,270,19,250,1010.1
10/3/2013,2013,3,10,26.7,30,29.2,28.2,30.7,24.6,0,96,      VCTS      ,1009.6,89,73,70,80,5,270,16,250,1010.1
11/3/2013,2013,3,11,26.1,29.8,28.9,27.7,31,25.7,2.1,100,   RA         ,1009.7,81,72,72,77,5,270,14,290,1010.2
12/3/2013,2013,3,12,26.4,29.8,28.9,27.9,30.4,25.7,4,56,TS  RA         ,1009.7,90,76,74,83,5,270,16,260,1010.2
13/03/2013,2013,3,13,26.3,30.1,29.4,28,30.6,25.4,0,100,             ,1009.8,83,74,75,79,5,230,14,280,1010.3
14/03/2013,2013,3,14,26.6,26.6,27.4,26.8,31,25.5,2.5,44,   RA         ,1010.4,80,86,77,81,6,270,29,260,1010.9
15/03/2013,2013,3,15,24.4,29,26.8,26.2,30,24.2,40,31,   RA         ,1011.2,92,77,85,87,6,270,20,270,1011.7
16/03/2013,2013,3,16,23.8,28.3,28,26,29.8,23.8,5,30,   RA         ,1010.9,96,78,80,88,4,360,16,290,1011.4
17/03/2013,2013,3,17,24.6,29.9,28.9,27,30.7,23,0.8,93,TS  RA  VCTS      ,1009.6,92,77,78,85,4,90,14,80,1010
18/03/2013,2013,3,18,25.4,30.7,29.1,27.7,31.4,24.4,0,70,TS            ,1008.8,90,73,79,83,4,90,29,260,1009.3
19/03/2013,2013,3,19,24.8,30.4,29.2,27.3,31,24.4,1.1,100,   RA         ,1009.4,92,77,84,86,6,90,18,90,1009.9
20/03/2013,2013,3,20,26.2,31,29.3,28.2,31.5,24.7,0,100,             ,1010.2,87,74,81,82,4,90,16,110,1010.7
21/03/2013,2013,3,21,26.5,31.2,29.8,28.5,31.8,25.4,0,100,             ,1008.7,89,65,74,79,4,140,13,100,1009.1
22/03/2013,2013,3,22,26.8,30.9,29.5,28.5,31.4,25.5,0.1,100,   RA         ,1008.5,88,72,79,82,6,90,17,100,1009
23/03/2013,2013,3,23,27.1,30.7,29.4,28.6,31.4,26.2,0,100,             ,1009,84,74,74,79,6,140,14,140,1009.6
24/03/2013,2013,3,24,26.6,30.3,29,28.1,31.2,25.9,1.4,65,   RA         ,1008.6,86,69,77,80,5,140,19,40,1009.2
25/03/2013,2013,3,25,24.5,31.1,29.6,27.4,31.9,23.8,0,100,             ,1008.2,87,65,68,77,3,140,11,150,1008.7
26/03/2013,2013,3,26,25.1,30.2,29.7,27.5,31.6,24.6,0,86,             ,1008.2,90,76,72,82,3,270,13,240,1008.7
27/03/2013,2013,3,27,26.8,30.9,29.9,28.6,32,25,0,100,             ,1008.3,82,72,69,76,4,270,14,270,1008.8
28/03/2013,2013,3,28,26,29.7,28.8,27.6,30.8,25.5,11.5,45,   RA         ,1008.1,84,76,78,81,3,90,13,120,1008.6
29/03/2013,2013,3,29,26.2,31.3,29,28.2,31.5,25.9,0,71,             ,1007.9,86,71,79,81,3,90,14,100,1008.4
30/03/2013,2013,3,30,25.6,31.3,28.3,27.7,31.4,25.2,0,75,             ,1007.7,93,68,86,85,3,90,13,140,1008.3
31/03/2013,2013,3,31,25.9,29.6,28.6,27.5,30.6,25.4,3.6,56,   RA         ,1008.3,87,78,78,83,3,90,11,110,1008.9
1/4/2013,2013,4,1,26.3,30.7,29.5,28.2,31.6,24.8,0,73,             ,1008.4,89,65,71,79,3,90,17,270,1008.9
2/4/2013,2013,4,2,26.2,30.6,29.5,28.1,31.8,25.1,0,95,             ,1007.8,91,71,71,81,4,90,13,100,1008.3
3/4/2013,2013,4,3,26.6,31.1,29,28.3,31.6,25.1,0,100,             ,1007.2,86,69,82,81,4,90,14,110,1007.7
4/4/2013,2013,4,4,26.6,30.9,29.9,28.5,32,25.4,0,90,TS            ,1006.8,86,68,70,78,4,90,8,90,1007.4
5/4/2013,2013,4,5,27.4,32,29.6,29.1,32.2,26,0,100,      VCTS      ,1006.7,85,70,74,79,5,90,16,120,1007.2
6/4/2013,2013,4,6,27.7,31.1,29.4,29,32.2,26.2,0,79,TS            ,1006.1,82,71,79,79,5,90,15,110,1006.6
7/4/2013,2013,4,7,26.4,31.1,29.8,28.4,32,26,1.9,85,TS  RA  VCTS      ,1006.3,91,72,78,83,5,90,13,100,1006.9
8/4/2013,2013,4,8,26.4,28.5,28.3,27.4,30.9,25.4,40.4,28,TS  RA         ,1008,90,80,84,86,6,270,26,250,1008.5
9/4/2013,2013,4,9,24.8,30.1,28.9,27.2,30.9,23.6,0.1,56,   RA         ,1008.3,95,72,79,85,3,90,8,100,1008.8
10/4/2013,2013,4,10,27.1,29.5,28.4,28,30.6,25,1.1,63,   RA         ,1007.3,88,80,82,85,5,90,14,280,1007.8
11/4/2013,2013,4,11,25.7,28.7,25.2,26.3,30.6,25,12.9,23,   RA         ,1007.3,94,79,95,91,5,270,18,260,1007.8
12/4/2013,2013,4,12,26.4,30,28.6,27.9,31.2,24.6,0,75,             ,1007.8,93,78,82,87,5,90,17,50,1008.3
13/04/2013,2013,4,13,26.9,30,26.3,27.5,31,25.7,1.6,55,   RA         ,1008.6,84,76,92,84,3,90,15,90,1009.3
14/04/2013,2013,4,14,25.9,30.3,29.2,27.8,31.4,24.4,0,100,             ,1008.5,89,79,80,84,6,90,14,70,1009
15/04/2013,2013,4,15,27.1,30.4,29.1,28.4,31.4,25.8,0,44,      VCTS      ,1008,91,76,80,85,7,90,17,120,1008.5
16/04/2013,2013,4,16,26.8,30.8,29.2,28.4,31.2,26.5,0,80,             ,1007.8,86,66,73,78,8,90,18,110,1008.3
17/04/2013,2013,4,17,26.9,30.5,29,28.3,31.2,26.7,0,91,      VCTS      ,1007.4,87,73,77,81,7,90,16,110,1007.9
18/04/2013,2013,4,18,26.7,30.4,29,28.2,31,26.2,0.1,54,TS  RA  VCTS      ,1008.3,87,69,80,81,5,90,17,140,1008.8
19/04/2013,2013,4,19,26.3,28.7,28.3,27.4,30,26.2,3.2,50,TS  RA         ,1009.6,85,79,76,81,5,90,12,50,1010.1
20/04/2013,2013,4,20,25.2,29.6,28.9,27.2,30.1,24.4,0,40,             ,1009.7,92,77,78,85,5,90,16,110,1010.2
21/04/2013,2013,4,21,25.6,30.2,29.3,27.7,31.2,24,0,95,             ,1008.8,83,73,75,79,5,140,15,120,1009.3
22/04/2013,2013,4,22,26.2,30.9,27.5,27.7,31.8,24.8,6.9,81,TS  RA  VCTS      ,1009.6,82,72,85,80,5,90,21,310,1010.1
23/04/2013,2013,4,23,27.1,31,29.4,28.7,31.6,26.3,0,83,             ,1010.3,94,73,81,86,8,90,16,100,1010.8
24/04/2013,2013,4,24,26.9,30.8,29.3,28.5,31.5,26.6,0,100,             ,1010.7,87,70,71,79,6,90,16,60,1011.2
25/04/2013,2013,4,25,24.7,30.6,28.8,27.2,31.4,23,0,100,             ,1011,76,68,73,73,5,140,14,140,1011.5
26/04/2013,2013,4,26,26.3,30.3,28.7,27.9,31.5,24.5,0,100,             ,1010.4,81,69,74,76,5,90,14,50,1010.9
27/04/2013,2013,4,27,24.3,30.3,28.4,26.8,31.4,22.7,0,100,             ,1010.3,79,67,77,76,5,90,16,120,1010.8
28/04/2013,2013,4,28,25.1,30.2,28.9,27.3,31.5,23.8,0,100,             ,1010.3,85,71,76,79,6,90,15,120,1010.8
29/04/2013,2013,4,29,25.7,29.8,28.6,27.5,30.8,24.8,0,100,             ,1010.5,89,78,79,84,7,90,17,110,1011
30/04/2013,2013,4,30,25.6,30,28.5,27.4,30.5,24.8,8.5,88,   RA         ,1009.4,87,72,79,81,7,90,21,120,1009.9
1/5/2013,2013,5,1,26.7,30.5,28.6,28.1,30.8,25,0,100,             ,1008.5,85,69,75,79,7,90,15,120,1009
2/5/2013,2013,5,2,25.4,30.5,28.7,27.5,30.8,24.7,0,100,             ,1008.4,83,68,74,77,7,90,12,110,1008.9
3/5/2013,2013,5,3,25.3,30,28.5,27.3,30.7,24.7,0,85,             ,1009.2,84,74,81,81,6,90,17,140,1009.6
4/5/2013,2013,5,4,26.3,30.6,28.7,28,31.4,25.2,0,100,             ,1009.4,87,68,79,80,5,90,10,110,1009.9
5/5/2013,2013,5,5,25.8,30.8,29.4,28,31.4,25.3,4.9,100,TS  RA         ,1008.3,87,74,81,82,8,90,20,140,1008.8
6/5/2013,2013,5,6,28.4,31.1,29.3,29.3,31.8,26,0,99,             ,1007.6,84,72,82,81,8,90,19,130,1008.1
7/5/2013,2013,5,7,27.2,30.8,29.1,28.6,31.4,26.3,0,100,             ,1007.4,87,74,78,82,7,140,17,140,1007.9
8/5/2013,2013,5,8,26.3,29.6,28.7,27.7,30.2,26.2,7,13,TS  RA         ,1009.1,86,80,83,84,4,90,10,90,1009.6
9/5/2013,2013,5,9,25.4,30.4,28.8,27.5,31.3,24.8,1.7,94,   RA         ,1009.1,95,73,80,86,6,90,9,110,1009.6
10/5/2013,2013,5,10,26.9,30.5,28.4,28.2,30.7,25.4,0,90,             ,1008.8,85,72,76,80,6,90,10,110,1009.3
11/5/2013,2013,5,11,24.7,29.9,28.3,26.9,30.6,23.8,0,100,             ,1008.4,86,68,77,79,5,140,10,130,1008.9
12/5/2013,2013,5,12,25.4,30.2,28.4,27.4,31.2,24.8,3.7,95,TS  RA         ,1009.8,90,76,81,84,5,90,13,130,1010.3
13/05/2013,2013,5,13,26.4,30,27.2,27.5,31.1,24.7,0,33,             ,1008.3,90,72,84,84,5,90,21,80,1008.8
14/05/2013,2013,5,14,26.4,30.3,26.7,27.5,31.1,25.2,20.2,65,   RA         ,1007.7,92,71,86,85,4,50,20,60,1008.2
15/05/2013,2013,5,15,25.4,29,26.7,26.6,31.3,24.7,0,55,TS            ,1008,93,79,84,87,3,230,9,250,1008.5
16/05/2013,2013,5,16,25.6,30.4,28.9,27.6,31.2,24.6,0,100,             ,1008.9,88,69,80,81,3,230,10,240,1009.4
17/05/2013,2013,5,17,26.2,30.6,28.7,27.9,31.5,25.5,0,83,             ,1009.6,83,71,85,81,3,90,10,90,1010.1
18/05/2013,2013,5,18,25.8,30.7,27.5,27.5,31.6,25.2,0,38,             ,1009.8,90,72,80,83,3,230,16,360,1010.3
19/05/2013,2013,5,19,25.5,30.7,29.1,27.7,31.4,24.7,0,85,             ,1008.7,89,73,79,83,3,90,11,90,1009.2
20/05/2013,2013,5,20,25.6,29.8,29.5,27.6,31,25,33.2,91,TS  RA  VCTS      ,1009.3,89,77,72,82,4,230,17,360,1009.8
21/05/2013,2013,5,21,25.3,30.5,28.8,27.5,31.6,23.7,0.3,75,TS  RA         ,1009.5,96,71,81,86,3,90,11,80,1010
22/05/2013,2013,5,22,25.4,30.4,29.4,27.7,31.6,25,0.6,88,TS  RA         ,1009.6,90,73,75,82,3,270,14,80,1010.1
23/05/2013,2013,5,23,25.9,29.9,28.4,27.5,30.8,25,26.3,75,TS  RA         ,1010.2,85,69,82,80,4,270,14,270,1010.7
24/05/2013,2013,5,24,24.6,30,28.2,26.9,31.2,23.8,0,56,TS            ,1009.3,94,74,83,86,3,360,14,360,1009.8
25/05/2013,2013,5,25,25.2,29.8,28.8,27.3,31.4,24.3,0,84,             ,1009.1,90,73,79,83,3,90,6,90,1009.6
26/05/2013,2013,5,26,25.7,29.6,24.8,26.5,30.6,24.7,14.1,45,TS  RA         ,1009.5,88,76,94,87,4,90,18,20,1010
27/05/2013,2013,5,27,25.9,28.8,28,27.2,30.7,24.2,0,32,             ,1009.9,92,77,78,85,3,90,8,80,1010.4
28/05/2013,2013,5,28,25.7,29.4,24.4,26.3,30.2,24.8,8.8,33,TS  RA         ,1010.5,85,73,94,84,3,90,20,150,1011
29/05/2013,2013,5,29,24.8,29.1,27.1,26.5,29.9,24,5.1,38,TS  RA  VCTS      ,1009.7,94,78,91,89,5,140,33,120,1010.2
30/05/2013,2013,5,30,24.2,30,29.3,26.9,30.6,23.6,0,75,TS            ,1007.9,95,72,73,84,3,90,13,40,1008.4
31/05/2013,2013,5,31,24.7,30.9,29.2,27.4,31.6,23.8,0,98,TS     VCTS      ,1007.2,94,67,71,82,4,140,11,290,1007.7
1/6/2013,2013,6,1,26.3,30.1,28.5,27.8,31.2,24.2,0,0,TS            ,1006.4,90,72,81,83,7,50,18,80,1006.9
2/6/2013,2013,6,2,27,30.5,28.4,28.2,31.3,25.6,0,0,             ,1005.8,87,58,81,78,4,90,17,60,1006.3
3/6/2013,2013,6,3,25.6,30.5,29.2,27.7,31.6,25,0,0,             ,1007,87,69,76,80,3,180,11,260,1007.5
4/6/2013,2013,6,4,26.2,30.6,29.4,28.1,31.5,25,0,0,             ,1008.1,85,69,77,79,4,90,16,70,1008.6
5/6/2013,2013,6,5,25.2,30.4,29.2,27.5,31.8,24.5,0,0,             ,1007.7,86,67,73,78,3,90,13,350,1008.2
6/6/2013,2013,6,6,26.2,30.1,28.9,27.9,31.1,24.8,0,0,TS            ,1008.1,87,76,78,82,5,270,16,300,1008.6
7/6/2013,2013,6,7,26,29.9,28.5,27.6,30.9,25.4,0,0,      VCTS      ,1008.2,92,72,81,84,4,90,12,60,1008.6
8/6/2013,2013,6,8,26,30.1,29.4,27.9,31.2,25.6,11.8,0,   RA         ,1007.5,87,77,75,82,5,90,17,80,1008
9/6/2013,2013,6,9,25.8,30.2,27.1,27.2,30.4,25.4,1.3,0,TS  RA         ,1007.1,92,73,81,85,4,50,17,320,1007.6
10/6/2013,2013,6,10,25.4,30.1,28.8,27.4,30.8,24.9,0,0,             ,1006.5,95,75,81,87,7,90,18,100,1007
11/6/2013,2013,6,11,27.5,30.6,28.5,28.5,30.8,25.2,2.7,0,   RA         ,1007.3,88,73,82,83,6,90,16,110,1007.8
12/6/2013,2013,6,12,26.4,29.9,28.3,27.8,30.3,25.6,1.1,0,   RA         ,1006.6,89,75,82,84,9,90,19,90,1007.1
13/06/2013,2013,6,13,27.2,30.1,28.4,28.2,30.6,26.6,0,0,             ,1006.8,86,72,81,81,8,90,16,90,1007.3
14/06/2013,2013,6,14,27.5,30,28.5,28.4,30.4,26.8,17.8,0,TS  RA         ,1006.9,79,72,75,76,7,90,17,110,1007.4
15/06/2013,2013,6,15,24.8,28,28.3,26.5,29,24.6,1.2,0,TS  RA         ,1007.5,96,81,78,88,5,90,19,90,1008
16/06/2013,2013,6,16,25.7,29.2,28.5,27.3,30.8,24.3,0,0,             ,1006.6,92,76,81,85,7,90,19,110,1007.1
17/06/2013,2013,6,17,26.1,30.2,25.3,26.9,30.9,24.8,19.2,0,   RA         ,1005.7,86,73,94,85,4,90,15,80,1006.2
18/06/2013,2013,6,18,25.3,28.9,28,26.9,30.2,24.8,0,0,TS     VCTS      ,1005.7,96,77,83,88,4,90,14,70,1006.2
19/06/2013,2013,6,19,26.1,30.6,28.8,27.9,31.7,25.2,0,0,             ,1007.2,93,69,79,84,3,270,10,240,1007.7
20/06/2013,2013,6,20,26,30.1,28.8,27.7,31.2,24.2,0,0,TS            ,1008.1,82,75,81,80,7,90,16,100,1008.6
21/06/2013,2013,6,21,26.4,30.1,28.9,28,30.8,25,0,0,             ,1008.3,89,76,82,84,4,90,15,60,1008.8
22/06/2013,2013,6,22,25.2,30.4,28.6,27.4,31.6,24.6,0,0,      VCTS      ,1009,86,69,82,81,4,90,9,110,1009.5
23/06/2013,2013,6,23,25.5,30.8,29.6,27.9,31.4,25,0,0,             ,1008.4,86,74,74,80,4,90,15,80,1008.9
24/06/2013,2013,6,24,25.3,31,28.9,27.6,31.8,24.3,0,0,TS            ,1010.5,85,62,81,78,3,90,9,80,1011
25/06/2013,2013,6,25,24.9,29.7,28.6,27,30.6,24.6,0,0,             ,1011.7,87,76,81,83,4,270,13,240,1012.2
26/06/2013,2013,6,26,24.6,29.9,28.4,26.9,30.4,24.2,0,0,             ,1010.5,88,72,74,81,4,270,10,260,1011
27/06/2013,2013,6,27,25.5,26.5,26.1,25.9,29.4,24.8,93.8,0,TS  RA         ,1010.4,86,84,88,86,7,270,24,280,1010.9
28/06/2013,2013,6,28,25,24.6,25.7,25.1,28.3,23.5,39.9,0,   RA         ,1010.7,94,95,89,93,4,320,14,190,1011.4
29/06/2013,2013,6,29,24.1,28.9,28.1,26.3,30,23.8,0,0,TS     VCTS      ,1010.5,97,75,81,88,5,90,15,100,1011
30/06/2013,2013,6,30,25.1,29.8,28.4,27.1,30.2,24.6,0,0,             ,1009.8,90,72,77,82,9,90,33,90,1010.3
1/7/2013,2013,7,1,25.9,29,28.4,27.3,30.2,25,0,59,             ,1009,80,75,64,75,9,90,18,110,1009.5
2/7/2013,2013,7,2,25.8,30,28.3,27.5,30.5,25.4,0.6,88,TS  RA  VCTS      ,1008.8,88,72,80,82,10,90,25,110,1009.3
3/7/2013,2013,7,3,27.8,29.6,28.1,28.3,30,24.6,0,100,             ,1009.3,78,70,74,75,11,90,24,100,1009.7
4/7/2013,2013,7,4,27.3,29.3,27.6,27.9,30.4,26,0,100,             ,1009.4,81,67,70,75,9,90,22,100,1009.9
5/7/2013,2013,7,5,27.3,28.6,27.2,27.6,29.8,26.2,0,91,             ,1010.2,71,70,68,70,8,90,22,130,1010.6
6/7/2013,2013,7,6,24.7,29.5,27.7,26.7,29.8,24.2,0,90,             ,1011.1,79,66,74,75,7,140,18,110,1011.6
7/7/2013,2013,7,7,26.6,28.6,27.2,27.3,29,25,0,56,             ,1010.9,72,68,75,72,8,140,20,130,1011.4
8/7/2013,2013,7,8,26.8,29.9,26.9,27.6,30.2,26.4,17.6,75,   RA         ,1010.9,79,72,81,78,8,140,25,70,1011.4
9/7/2013,2013,7,9,26.1,27.6,27.7,26.9,29.4,24.4,14.4,34,TS  RA  VCTS      ,1008.9,92,85,84,88,8,140,23,120,1009.4
10/7/2013,2013,7,10,25.9,29.1,27.9,27.2,29.8,25.7,37.2,86,TS  RA         ,1008.9,90,75,83,85,7,90,18,110,1009.4
11/7/2013,2013,7,11,26.2,29.1,27.6,27.3,29.9,24.8,0,71,             ,1009.6,89,79,84,85,6,90,19,80,1010.1
12/7/2013,2013,7,12,24.3,28.8,27.5,26.2,29.6,24.2,0,88,             ,1009.3,93,75,82,86,9,90,20,100,1009.8
13/07/2013,2013,7,13,26.6,28.9,27.7,27.5,29.5,24.4,9.5,65,   RA         ,1009,81,74,77,78,8,90,18,110,1009.5
